char	Radical	Four Corner Code	Cangjie input code	Cangjie input code (Chinese)	Hanyu Da Zidian	Kang Xi	Remembering the Traditional Hanzi	RTH keyword	Remembering the Simplified Hanzi	RSH keyword	~
莸	140 艸⺿	4421	TKHU	廿大竹山	53223.100	1036.401					caryopteris divaricata
莹	140 艸⺿	4410	TBMG	廿月一土	21109.080 53225.090	1036.401			2124	lustrous	lustre of gems: Simplified form of 瑩; fiery 火 like a gem 玉
莺	140 艸⺿	4412	TBPM	廿月心一	53225.100	1036.401			2866	oriole	oriole: A bird 鸟 covered in 冖 green 艹 feathers
莻	21 匕		TNSP	廿弓尸心	53226.121	1036.401					
莼	140 艸⺿	4411	TVMU	廿女一山	53227.040	1036.401					an edible water plant-brasenia
莽	140 艸⺿	4444.3	TIKT	廿戈大廿	53216.130 80035.160	1036.410	1828	rude	1871	rude	thicket: A dog 犬 surrounded by weeds 艹, 廾
莾	140 艸⺿		TKJT	廿大十廿	53231.110	1036.420					
莿	140 艸⺿	4492.0	TDBN	廿木月弓	53231.060	1036.430					thorn: A plant 艹 that pricks 刺; 刺 also provides the pronunciation
菀	140 艸⺿	4421.2	TJNU	廿十弓山	53240.120	1036.440					luxuriance of growth
菁	140 艸⺿	4422.7	TQMB	廿手一月	53227.060	1036.450					flower of leek family: Phonosemantic compound. 艹 represents the meaning and 青 represents the sound.
菂	140 艸⺿	4462.7	THAI	廿竹日戈	53236.010	1036.470					
菃	140 艸⺿	4411.7	TESS	廿水尸尸	53224.070	1036.490					
菄	140 艸⺿	4490.6	TDW	廿木田	53231.030	1036.500					
菅	140 艸⺿	4477.7	TJRR	廿十口口	53240.100	1036.510					coarse grass
菆	140 艸⺿	4414.7	TSJE	廿尸十水	53230.020	1037.040					jungle
菇	140 艸⺿	4446.4	TVJR	廿女十口	53242.080	1037.050			2996	mushroom (stem)	mushrooms: Phonosemantic compound. 艹 represents the meaning and 姑 represents the sound.
菈	140 艸⺿	4451.8	TQYT	廿手卜廿	53229.040	1037.080					
菉	140 艸⺿	4423.2	TVNE	廿女弓水	53241.090	1037.100					the green bamboo
菊	140 艸⺿	4492.7	TPFD	廿心火木	53238.010	1037.110	1973	chrysanthemum	2034	chrysanthemum	chrysanthemum
菋	140 艸⺿	4469.5	TRJD	廿口十木	53233.060	1037.120					
菌	140 艸⺿	4460.0	TWHD	廿田竹木	53234.090	1037.140	1957	fungus	2014	fungus	mushroom
菍	140 艸⺿		TOIP	廿人戈心	53236.120	1037.150					
菎	140 艸⺿	4471.1	TAPP	廿日心心	53233.110	1037.180					beautiful jade
菏	140 艸⺿	4412.1	TEMR	廿水一口	53239.090	1037.200					river in Shandong province: A green 艹 river 河; 河 also provides the pronunciation
菐	140 艸⺿		TCTO	廿金廿人	10030.090	1037.220					(beat against), tedious: Depicts two hands (廾) holding a chisel-shaped weapon or tool (丵) to beat against something. Based on the original meaning "beat against", now written as 撲. Similar in origin to 對.
菑	140 艸⺿	4460.2 4460.3	TVVW	廿女女田	53242.180	1037.240					to weed grass
菒	140 艸⺿		TAD	廿日木	53233.070	1037.280					
菓	140 艸⺿	4490.4	TWD	廿田木	53233.050	1037.290					fruits: Variant of 果.
菔	140 艸⺿	4424.7	TBSE	廿月尸水	53237.040	1037.310					turnip
菕	140 艸⺿	4422.7	TOMB	廿人一月	53236.090	1038.020					tree name (archaic)
菖	140 艸⺿	4460.6	TAA	廿日日	53233.120	1038.030					iris
菗	140 艸⺿	4456.0	TQLW	廿手中田	53228.010	1038.040					
菘	140 艸⺿	4493.2	TDCI	廿木金戈	53231.010	1038.060					celery
菙	140 艸⺿	4410.4	THJM	廿竹十一	53234.150	1038.080					
菚	140 艸⺿		TII	廿戈戈	53232.060	1038.090					
菛	140 艸⺿	4422.7	TAN	廿日弓	53241.070	1038.120					
菜	140 艸⺿	4490.4	TBD	廿月木	53236.100	1038.130	616	vegetable	666	vegetable	vegetables: Phonosemantic compound. 艹 represents the meaning and 采 represents the sound.
菝	140 艸⺿	4454.7	TQIK	廿手戈大	53227.140	1038.150					
菞	140 艸⺿	4492.7	THDH	廿竹木竹	53235.020	1038.170					
菟	140 艸⺿	4441.3	TNUI	廿弓山戈	53237.080	1038.180					dodder
菠	140 艸⺿	4414.7	TEDE	廿水木水	53240.050	1038.190	1907	spinach	1962	spinach	spinach and similar greens: Phonosemantic compound. 艹 represents the meaning and 波 represents the sound.
菡	140 艸⺿	4477.2	TNUE	廿弓山水	53242.070	1038.220					buds
菢	140 艸⺿	4411.2	TQPU	廿手心山	53229.030	1038.240					to incubate
菣	140 艸⺿	4474.7	TSLE	廿尸中水	53231.050	1038.250					
菤	140 艸⺿	4471.2	TFQU	廿火手山	53236.070	1038.260					
菥	140 艸⺿	4492.1	TDHL	廿木竹中	53230.070	1038.300					
菦	140 艸⺿		TYHL	廿卜竹中	53236.030	1038.310					
菧	140 艸⺿	4424.0	TIHM	廿戈竹一	53238.030	1038.320					
菨	140 艸⺿	4440.4	TYTV	廿卜廿女	53239.010	1038.340					
菩	140 艸⺿	4460.1	TYTR	廿卜廿口	53238.090	1038.350	1691	bodhisattva	1721	bodhisattva	herb: Phonosemantic compound. 艹 represents the meaning and 咅 represents the sound.
菪	140 艸⺿	4460.1	TJMR	廿十一口	53240.080	1039.010					
菫	140 艸⺿	4410.4	TMLM	廿一中一	53231.022	1039.020					celery
菬	140 艸⺿	4416.2	TESR	廿水尸口	53240.040	1039.080					
菭	140 艸⺿		TEIR	廿水戈口	53240.060	1039.090					
菮	140 艸⺿	4423.4	TILO	廿戈中人	53238.070	1039.130					
華	140 艸⺿	4450.4	TMTJ	廿一廿十	53213.010	1039.140	1181	splendor			magnificent: Phonosemantic compound. 艹 represents the meaning and 𠌶 represents the sound. Based on the original meaning "flower", now written as 花. The meaning later shifted to "blossoming", "flourishing" and "magnificent".
菰	140 艸⺿	4443.2	TNDO	廿弓木人	53242.030	1039.180					wild rice
菱	140 艸⺿	4440.7	TGCE	廿土金水	53229.010	1039.200	2497	water caltrop	2349	water caltrop	water-chestnut
菲	140 艸⺿	4411.1	TLMY	廿中一卜	53232.080	1039.220	2560	humble	2632	humble	fragrant: Phonosemantic compound. 艹 represents the meaning and 非 represents the sound.
菳	140 艸⺿	4410.9	TC	廿金	53236.060	1039.290					
菴	140 艸⺿	4471.6	TKLU	廿大中山	53231.130	1039.300					small Buddhist monastery
菵	140 艸⺿	4422.7	TBTV	廿月廿女	53234.130	1040.040					
菶	140 艸⺿	4450.3	TQKQ	廿手大手	53227.050	1040.060					species of water plant
菷	140 艸⺿	4422.7	TSMB	廿尸一月	53241.100	1040.070					
菸	140 艸⺿	4423.3	TYSY	廿卜尸卜	53239.040	1040.080	1702	tobacco			to fade: Phonosemantic compound. 艹 represents the meaning and 於 represents the sound.
菹	140 艸⺿	4411.7	TEBM	廿水月一	53239.110	1040.090					salted or pickled vegetables
菺	140 艸⺿	4422.7	THSB	廿竹尸月	53241.020	1040.100					
菻	140 艸⺿	4499.4	TDD	廿木木	53230.030	1040.110					artemisia
菼	140 艸⺿	4480.9	TFF	廿火火	53239.070	1040.130					rush or sedge
菽	140 艸⺿	4494.7	TYFE	廿卜火水	53232.090	1040.140					beans and peas
菾	140 艸⺿	4433.3	THKP	廿竹大心	53227.080	1040.150					beet
菿	140 艸⺿	4412.0	TMGN	廿一土弓	53232.070	1040.160					
萀	140 艸⺿		TYPU	廿卜心山	53233.010	1040.170					
萁	140 艸⺿	4480.1	TTMC	廿廿一金	53229.090	1040.210					kind of grasses
萂	140 艸⺿		THDR	廿竹木口	53234.200	1040.240					
萃	140 艸⺿	4440.8	TYOJ	廿卜人十	53238.050	1040.250					dense: Phonosemantic compound. 艹 represents the meaning and 卒 represents the sound.
萄	140 艸⺿	4472.7	TPOU	廿心人山	53237.110	1040.260	2996	grapes (B)	2994	grapes (B)	grapes: Phonosemantic compound. 艹 represents the meaning and 匋 represents the sound.
萆	140 艸⺿	4440.6	THHJ	廿竹竹十	53235.180	1040.290					the castor-oil plant also used for other plants
萇	140 艸⺿	4473.2	TSMV	廿尸一女	53227.100	1040.300					star fruit
萈	140 艸⺿		TBUI	廿月山戈	53233.090	1040.310					
萉	140 艸⺿	4421.7	TBAU	廿月日山	53237.060	1040.350					
萊	140 艸⺿	4490.8	TDOO	廿木人人	53230.080	1041.020	2057	lambsquarters			goosefoot weed: Phonosemantic compound. 艹 represents the meaning and 來 represents the sound.
萋	140 艸⺿	4440.4	TJLV	廿十中女	53232.010	1041.040					luxuriant foliage
萌	140 艸⺿	4462.7	TAB	廿日月	53233.140	1041.050	1561	bud	1580	bud	bud: Phonosemantic compound. 艹 represents the meaning and 明 represents the sound.
萍	140 艸⺿	4414.9	TEMJ	廿水一十	53239.100	1041.070	2465	duckweed	2530	duckweed	duckweed
萎	140 艸⺿	4440.4	THDV	廿竹木女	53235.050	1041.100	1947	wilt	2022	wilt	wither: Phonosemantic compound. 艹 represents the meaning and 委 represents the sound.
萏	140 艸⺿	4477.7	TNHX	廿弓竹難	53237.120	1041.110					lotus
萐	140 艸⺿	4480.1	TJLO	廿十中人	53231.190	1041.120					lucky plant
萑	140 艸⺿	4421.4	TOG	廿人土	53235.160	1041.130					grass used for making mats
萒	140 艸⺿	4421.3	TYCU	廿卜金山	53238.060	1041.180					
萓	140 艸⺿	4410.7	TJBM	廿十月一	53240.090	1041.200					
萔	140 艸⺿		TQSR	廿手尸口	53229.060	1041.340					
萕	140 艸⺿		XTYKL	難廿卜大中	53238.040	1042.090					water-chestnuts
萖	140 艸⺿		THXU	廿竹難山	53235.140	1042.250					
萗	140 艸⺿		TJMF	廿十一火	53240.070	1042.261					
萘	140 艸⺿	4490	TKMF	廿大一火	53231.100	1042.261					naphthalene
萙	140 艸⺿		TDLU	廿木中山	53231.021	1042.261					
萚	140 艸⺿		TQEQ	廿手水手	53229.080	1042.261					
萛	140 艸⺿	4444.6	TBUT	廿月山廿	53234.041	1042.261					
萜	140 艸⺿	4426	TLBR	廿中月口	53234.060	1042.261					C5H8
萝	140 艸⺿	4420	XTWLN	難廿田中弓	53234.070	1042.261			1583	edible root	type of creeping plant: Phonosemantic compound. 艹 represents the meaning and 罗 represents the sound. Simplified form of 蘿.
萞	140 艸⺿		TBOP	廿月人心	53234.091	1042.261					
萟	140 艸⺿		THDK	廿竹木大	53235.031	1042.261					
萠	140 艸⺿	4422.7	TBB	廿月月	53237.041	1042.261					
萡	140 艸⺿		TEHA	廿水竹日	53240.011	1042.261					
萢	140 艸⺿	4411.2	TEPU	廿水心山	53240.021	1042.261					
萣	140 艸⺿	4480.1	TJMO	廿十一人	53240.071	1042.261					
萤	140 艸⺿	4413	TBLI	廿月中戈	53241.030	1042.261			2123	firefly	glow-worm
营	140 艸⺿	4460	TBRR	廿月口口	53241.040	1042.261			869	camp	camp: Simplified form of 營.  Phonosemantic compound. 宮 represents the meaning and 荧 represents the sound.
萦	140 艸⺿	4490	TBVF	廿月女火	53241.060	1042.261					entangle
萧	140 艸⺿	4422	XTLX	難廿中難	53241.080	1042.261			2214	desolate	common artemisia: Phonosemantic compound. 肃 represents the meaning and 艹 represents the sound. Simplified form of 蕭.
萨	140 艸⺿	4420	TNLH	廿弓中竹	53242.060	1042.261			2711	Samoa	Bodhisattva, Buddhist idol: Simplified form of 薩. Used in transliterations of Sanskrit words, such as "Bodhisattva" (菩萨).
萩	140 艸⺿	4498.9	THDF	廿竹木火	53249.200	1042.270					scandent hop
萪	140 艸⺿	4494.0	THDJ	廿竹木十	53250.010	1042.280					
萫	140 艸⺿	4460.9	THDA	廿竹木日	53249.160	1042.320					
萬	140 艸⺿	4442.7	TWLB	廿田中月	53247.080	1042.330	1401	ten thousand			ten thousand: Originally a pictograph of a scorpion. The current meaning is a phonetic loan.
萭	140 艸⺿	4422.7	THLB	廿竹中月	53251.080	1042.370					
萮	140 艸⺿		TOMN	廿人一弓	53252.070	1042.380					
萯	140 艸⺿	4480.6	TNBC	廿弓月金	53253.070	1042.390					
萰	140 艸⺿	4490.6	TDWF	廿木田火	53245.070	1042.400					
萱	140 艸⺿	4410.6	TJMM	廿十一一	53256.030	1042.410					day-lily
萲	140 艸⺿	4444.7	TBME	廿月一水	53252.110	1042.420					the day-lily
萳	140 艸⺿	4422.7	TJBJ	廿十月十	53244.020	1042.430					
萴	140 艸⺿	4482.0	TBCN	廿月金弓	53247.030	1042.440					
萵	140 艸⺿	4422.7	TBBR	廿月月口	53234.140	1042.470					lettuce
萶	140 艸⺿	4460.8	TQKA	廿手大日	53243.040	1043.010					
萷	140 艸⺿	4422.0	TFBN	廿火月弓	53246.130	1043.030					
萸	140 艸⺿	4423.7	THXO	廿竹難人	53235.130	1043.050					dogwood
萹	140 艸⺿	4422.7	THSB	廿竹尸月	53257.060	1043.070					grass
萺	140 艸⺿	4460.6	TABU	廿日月山	53247.060	1043.080					
萻	140 艸⺿	4460.1	TYTA	廿卜廿日	53254.050	1043.090					
萼	140 艸⺿	4420.7	TRRS	廿口口尸	53249.040	1043.100					the stem and calyx of a flower
落	140 艸⺿	4416.4	TEHR	廿水竹口	53255.080	1043.110	287	fall	316	fall	fall: Phonosemantic compound. 艹 represents the meaning and 洛 represents the sound.
萾	140 艸⺿		TNST	廿弓尸廿	53258.120	1043.130					
萿	140 艸⺿	4416.4	TEHR	廿水竹口	53255.040	1043.150					
葀	140 艸⺿	4456.4	TQHR	廿手竹口	53243.100	1043.160					
葁	140 艸⺿		TTGV	廿廿土女	53254.120	1043.180					
葂	140 艸⺿	4421.2	TNUS	廿弓山尸	53267.050	1043.220					
葃	140 艸⺿	4461.1	TAHS	廿日竹尸	53248.020	1043.240					
葄	140 艸⺿	4421.1	TBHS	廿月竹尸	53253.030	1043.250					mat
葅	140 艸⺿	4481.7	TOOM	廿人人一	53252.100	1043.290					
葆	140 艸⺿	4429.4	TORD	廿人口木	53250.090	1043.300					reserve: Phonosemantic compound. 艹 represents the meaning and 保 represents the sound.
葇	140 艸⺿	4490.4	TNHD	廿弓竹木	53259.020	1043.330					
葈	140 艸⺿		TIRD	廿戈口木	53258.130	1044.020					
葉	140 艸⺿	4490.4	TPTD	廿心廿木	53243.150	1044.030	216	leaf			leaf: Phonosemantic compound. 艹 represents the meaning and 枼 represents the sound.
葊	140 艸⺿		TOMT	廿人一廿	53252.080	1044.040					
葋	140 艸⺿	4422.7	TBPR	廿月心口	53253.050	1044.090					
葌	140 艸⺿	4444.4	TVVV	廿女女女	53258.100	1044.100					
葍	140 艸⺿	4460.6	TMRW	廿一口田	53244.110	1044.110					plant
葎	140 艸⺿	4425.7	THOQ	廿竹人手	53252.040	1044.130					Humulus japonicus
葏	140 艸⺿		TELQ	廿水中手	53256.010	1044.140					
葐	140 艸⺿	4410.7	TCST	廿金尸廿	53252.140	1044.150					
葑	140 艸⺿	4414.0	TGGI	廿土土戈	53243.080	1044.160					the rape-turnip
葒	140 艸⺿	4491.1	TVFM	廿女火一	53259.070	1044.180					herb
葓	140 艸⺿		TETC	廿水廿金	53255.010	1044.190					
葔	140 艸⺿	4423.4	TONK	廿人弓大	53252.010	1044.200					
葕	140 艸⺿		THON	廿竹人弓	53252.030	1044.220					
葖	140 艸⺿	4443.3	TJCK	廿十金大	53256.040	1044.250					
著	140 艸⺿	4460.4	TJKA	廿十大日	53228.020	1044.260	960	-ing	1040	author	[progress particle]: Phonosemantic compound. 艹 represents the meaning and 者 represents the sound. Based on the original meaning "chopsticks", now written as 箸. The modern meanings are phonetic loans.
葘	140 艸⺿		TVMW	廿女一田	53246.100	1045.030					
葙	140 艸⺿	4496.0	TDBU	廿木月山	53244.050	1045.040					feather cockscomb (Celosia argentea)
葚	140 艸⺿	4471.1	TTMV	廿廿一女	53243.130	1045.060					mulberry fruit
葛	140 艸⺿	4472.7	TAPV	廿日心女	53248.030	1045.100	2058	kudzu	2108	kudzu	edible bean: Phonosemantic compound. 艹 represents the meaning and 曷 represents the sound.
葜	140 艸⺿	4480	TQHK	廿手竹大	53243.030	1045.110					
葝	140 艸⺿	4412.7	TMMS	廿一一尸	53246.090	1045.120					
葞	140 艸⺿	4424.1	TNSJ	廿弓尸十	53257.120	1045.140					
葟	140 艸⺿	4410.4	THAG	廿竹日土	53251.020	1045.170					
葠	140 艸⺿	4424.7	TOSE	廿人尸水	53251.040	1045.180					ginseng: Variant of 參.
葡	140 艸⺿	4422.7	TPIB	廿心戈月	53253.060	1045.200	2995	grapes (A)	2993	grapes (A)	grapes: Phonosemantic compound. 艹 represents the meaning and 匍 represents the sound.
葢	140 艸⺿	4410.7	TKIT	廿大戈廿	42564.010 53245.140	1045.220					
董	140 艸⺿	4410.4	THJG	廿竹十土	53250.030	1045.230	2592	director	2657	director	supervise: Phonosemantic compound. 艹 represents the meaning and 重 represents the sound.
葤	140 艸⺿		TVFI	廿女火戈	53259.080	1045.260					grass
葥	140 艸⺿	4422.1	TTBN	廿廿月弓	53254.150	1045.270					
葦	140 艸⺿	4450.6	TDMQ	廿木一手	53258.040	1045.280					reed: Phonosemantic compound. 艹 represents the meaning and 韋 represents the sound.
葧	140 艸⺿	4442.7	TJDS	廿十木尸	53244.090	1045.290					
葨	140 艸⺿	4473.2	TWMV	廿田一女	53248.040	1045.310					
葩	140 艸⺿	4461.7	THAU	廿竹日山	53251.060	1045.320					flowers
葪	140 艸⺿		TNBN	廿弓月弓	53253.090	1045.330					
葫	140 艸⺿	4462.7	TJRB	廿十口月	53244.010	1045.340					bottle-gourd: Phonosemantic compound. 艹 represents the meaning and 胡 represents the sound.
葬	140 艸⺿	4444.1	TMPT	廿一心廿	53246.020	1046.050	665	inter	716	inter	bury: Depicts burying a dead body (死) beneath the grass (茻).
葭	140 艸⺿	4424.7	TRYE	廿口卜水	53257.110	1046.100					bulrush
葮	140 艸⺿	4444.7	THJE	廿竹十水	53250.050	1046.110					
葯	140 艸⺿	4492.7	TVFI	廿女火戈	53259.090	1046.120					Iris leaves: Phonosemantic compound. 艹 represents the meaning and 約 represents the sound.
葰	140 艸⺿	4424.3	TOIE	廿人戈水	53252.020	1046.140					
葱	140 艸⺿	4433.2	TPKP	廿心大心	53253.110	1046.150			2131	onion	scallions
葲	140 艸⺿		THAE	廿竹日水	53251.030	1046.170					
葳	140 艸⺿	4425.3	TIHV	廿戈竹女	53245.090	1046.180					luxuriant
葴	140 艸⺿	4425.3	TIHR	廿戈竹口	53245.080	1046.190					
葵	140 艸⺿	4443.0	TNOK	廿弓人大	53258.140	1046.200	2629	large-flowered plants	2692	large-flowered plants	sunflower: Phonosemantic compound. 艹 represents the meaning and 癸 represents the sound.
葶	140 艸⺿	4420.1	TYRN	廿卜口弓	53254.010	1046.210					Draba nemerosa bebe carpa
葷	140 艸⺿	4450.6	TBJJ	廿月十十	53257.040	1046.230					meat diet: Phonosemantic compound. 艹 represents the meaning and 軍 represents the sound.
葸	140 艸⺿	4433.6	TWP	廿田心	53249.030	1046.250					afraid
葹	140 艸⺿	4421.2	TYSD	廿卜尸木	53254.100	1046.260					kind of chrysanthemum
葺	140 艸⺿	4440.1	TRSJ	廿口尸十	53247.050	1047.010					thatch
葻	140 艸⺿		XTHNI	難廿竹弓戈	53253.100	1047.020					
葼	140 艸⺿		TUCE	廿山金水	53252.130	1047.030					
葽	140 艸⺿	4440.4	TMWV	廿一田女	53245.030	1047.040					type of grain
葾	140 艸⺿	4433.1	TNUP	廿弓山心	53253.120	1047.090					
葿	140 艸⺿		TAHU	廿日竹山	53258.050	1047.100					
蒀	140 艸⺿		TABT	廿日月廿	53248.010	1047.120					
蒁	140 艸⺿		YTID	卜廿戈木	63856.010	1047.140					
蒂	140 艸⺿	4422.7	TYBB	廿卜月月	53254.070	1047.320	1673	fruit stem	1702	fruit stem	fruit stem: Phonosemantic compound. 艹 represents the meaning and 帝 represents the sound.
蒃	140 艸⺿		XTVNO	難廿女弓人	53259.060	1047.370					
蒄	140 艸⺿	4421.4	XTBMI	難廿月一戈	53257.030	1047.671					
蒅	140 艸⺿		TEND	廿水弓木	53255.071	1047.671					
蒆	140 艸⺿	4440.4	TMNV	廿一弓女	53243.111	1047.671					
蒇	140 艸⺿		TIHO	廿戈竹人	53245.120	1047.671					finish
蒈	140 艸⺿	4460	TPPA	廿心心日	53246.060	1047.671					
蒉	140 艸⺿	4480	TLMO	廿中一人	53249.010	1047.671					straw basket: Phonosemantic compound. 艹 represents the meaning and 贵 represents the sound.
蒊	21 匕		TOPP	廿人心心	53251.011	1047.671					
蒋	140 艸⺿	4424.2	TLMI	廿中一戈	53253.150	1047.671			2469	Jiang	surname: Phonosemantic compound. 艹 represents the meaning and 将 represents the sound. Simplified form of 蔣.
